"","country_name","year","ny.gdp.mktp.kd","ny.gdp.mktp.kd.zg","se.com.durs","se.pre.durs","se.prm.ages","se.prm.durs","se.prm.enrl","se.prm.enrl.fe.zs","se.sec.ages","se.sec.durs","se.sec.enrl","sg.gen.parl.zs","sh.dth.imrt","sh.dth.mort","sh.dth.nmrt","sh.dyn.mort","sh.dyn.nmrt","sp.ado.tfrt","sp.dyn.amrt.fe","sp.dyn.amrt.ma","sp.dyn.imrt.in","sp.dyn.le00.fe.in","sp.dyn.le00.in","sp.dyn.le00.ma.in","sp.dyn.tfrt.in","sp.dyn.to65.fe.zs","sp.dyn.to65.ma.zs","vc.ihr.psrc.p5"
"632","Peru",2010,147528937028.778,8.33245910749577,12,3,6,6,3762681,49.0601005554199,12,5,2674593,27.5,9665,12428,5981,20.3,9.7,53.1626,101.675,162.861,15.8,76.387,73.681,71.046,2.545,82.7606,73.9698,
"633","Peru",2011,156863376722.64,6.32719240161117,12,3,6,6,3671207,48.91162109375,12,5,2671275,21.5,9248,11889,5773,19.4,9.4,52.6508,100.277,160.768,15.1,76.581,73.883,71.254,2.525,83.0048,74.2934,5.43346975027444
"634","Peru",2012,166494356217.325,6.13972470560435,14,3,6,6,3478689,48.7655792236328,12,5,2611168,21.5,8853,11383,5564,18.5,9,52.139,98.878,158.675,14.4,76.779,74.088,71.464,2.504,83.249,74.617,6.52542265540536
"635","Peru",2013,176238468734.981,5.85251821084928,14,3,6,6,3516755,48.8618202209473,12,5,2731762,21.5,8471,10897,5349,17.7,8.7,51.2046,97.5,156.916,13.7,76.985,74.298,71.678,2.481,83.51888,74.94737,6.58581006248962
"636","Peru",2014,180425935063.003,2.37602287291729,14,3,6,6,3467754,48.9521408081055,12,5,2670847,22.3,8091,10416,5126,16.9,8.3,50.2702,96.121,155.156,13.1,77.2,74.518,71.9,2.456,83.78876,75.27773,6.70253534699536
"637","Peru",2015,186292249117.557,3.25136962848826,14,3,6,6,3487352,48.9706802368164,12,5,2681531,22.3,7724,9953,4900,16.2,8,49.3358,94.743,153.397,12.6,77.426,74.747,72.13,2.429,84.05864,75.6081,7.16137158081557
"638","Peru",2016,193653231881.727,3.95130919243149,14,3,6,6,3541836,49.0734100341797,12,5,2752717,27.7,7385,9526,4680,15.5,7.6,48.4014,93.364,151.637,12.1,77.659,74.983,72.366,2.4,84.32852,75.93846,7.66596452728077
"639","Peru",2017,198549227551.558,2.52822822643195,14,3,6,6,3511497,49.0639610290527,12,5,2775348,27.7,7073,9133,4473,15,7.3,47.467,91.986,149.878,11.6,77.893,75.22,72.603,2.37,84.5984,76.26883,
"640","Peru",2018,,,14,3,6,6,3559950,49.1044883728027,12,5,2779973,27.7,,,,,,,,,,,,,,,,
"641","Puerto Rico",1999,89151659724.4832,5.38969992777254,13,2,6,6,,,12,6,,,,,,,,69.6064,77.415,208.837,,79.973,75.3811707317073,71.008,1.97425,87.52302,71.42601,15.5914196184756
"642","Puerto Rico",2000,92068670407.3471,3.2719645286232,13,2,6,6,,,12,6,,,,,,,,68.2096,75.68,201.393,,80.92,76.6892682926829,72.66,2.0485,87.82341,72.32854,18.3040350257587
"643","Puerto Rico",2001,97881399724.295,6.3134715546886,16,2,6,6,,,12,6,,,,,,,,66.8128,73.945,193.949,,81.4,77.0668292682927,72.94,1.9346,88.1238,73.23108,19.6583758497247
"644","Puerto Rico",2002,98778442996.8102,0.916459383541593,16,2,6,6,,,12,6,,,,,,,,65.416,72.21,186.505,,82.15,77.7604878048781,73.58,1.8317,88.42419,74.13361,20.5741369663237
"645","Puerto Rico",2003,98831210248.1345,0.0534198046896677,16,2,6,6,,,12,6,,,,,,,,62.4532,71.105,183.278,,82.22,78.0712195121951,74.12,1.7624,88.60796,74.57437,20.7801507577494
"646","Puerto Rico",2004,107477633535.329,8.74867692653547,16,2,6,6,,,12,6,,,,,,,,59.4904,70,180.051,,82.34,78.1758536585366,74.21,1.7822,88.79173,75.01512,21.1049849868617
"647","Puerto Rico",2005,105342119080.608,-1.98693847684993,16,2,6,6,,,12,6,,,,,,,,56.5276,68.895,176.824,,82.45,78.2960975609756,74.34,1.7702,88.97549,75.45588,20.4759176915912
"648","Puerto Rico",2006,103857412434.338,-1.40941406839708,16,2,6,6,,,12,6,,,,,,,,53.5648,67.79,173.597,,82.56,78.4163414634146,74.47,1.7123,89.15926,75.89664,19.9195070827429
"649","Puerto Rico",2007,102649751314.272,-1.16280686352465,16,2,6,6,,,12,6,,,,,,,,50.602,66.685,170.37,,82.59,78.4258536585366,74.46,1.6505,89.34303,76.33739,19.4913140830351
"650","Puerto Rico",2008,100756752050.85,-1.84413429081435,16,2,6,6,,,12,6,,,,,,,,49.2368,64.642,165.848,,81.978,77.9034878048781,74.023,1.6516,89.64877,76.90984,21.8160131142345
"651","Puerto Rico",2009,98789551891.8258,-1.9524251417231,13,2,6,6,303833,48.9311599731445,12,6,301186,,,,,,,47.8716,62.599,161.327,,82.232,78.1498048780488,74.262,1.6528,89.95451,77.48229,24.1792798331657
"652","Puerto Rico",2010,98381300000,-0.413254118484915,13,2,6,6,299746,48.7809715270996,12,6,290991,,,,,,,46.5064,60.557,156.806,,82.496,78.4081707317073,74.515,1.6235,90.26025,78.05474,27.3630348269281
"653","Puerto Rico",2011,98028592583.2526,-0.358510628287519,13,2,6,6,269885,48.794490814209,12,6,271651,,,,,,,45.1412,58.514,152.285,,82.758,78.6711951219512,74.779,1.5965,90.56599,78.62719,31.4001894801812
"654","Puerto Rico",2012,98057290562.043,0.0292751104899196,13,2,6,6,268460,48.9804801940918,12,6,269673,,,,,,,43.776,56.471,147.764,,83.004,78.9264146341463,75.043,1.5425,90.87173,79.19964,27.1529239696493
"655","Puerto Rico",2013,97756424655.3687,-0.306826657099961,13,3,6,6,263724,48.3225517272949,12,6,269351.5,,,,,,,42.365,55.795,145.032,,83.225,79.1673902439024,75.303,1.47,90.98908,79.57511,24.4529068731916
"656","Puerto Rico",2014,96592767902.4776,-1.19036345385327,13,3,6,6,256109,48.1804008483887,12,6,266077,,,,,,,40.954,55.119,142.3,,83.417,79.3901219512195,75.555,1.432,91.10643,79.95058,19.0180440485069
"657","Puerto Rico",2015,95579081232.2979,-1.04944365110553,13,3,6,6,247815,48.2682113647461,12,6,278964,,,,,,,39.543,54.443,139.568,,83.581,79.5961219512195,75.801,1.3365,91.22378,80.32605,16.8493693599526
"658","Puerto Rico",2016,94310815718.0093,-1.32692791972569,13,3,6,6,225017,48.332218170166,12,6,236001,,,,,,,38.132,53.767,136.835,,83.723,79.7883170731707,76.041,1.2425,91.34113,80.70152,18.5058713760721
"659","Puerto Rico",2017,92066818924.8445,-2.3793631473556,13,3,6,6,,,12,6,,,,,,,,36.721,53.092,134.103,,83.853,79.9736341463415,76.279,1.101,91.45848,81.07699,
"660","Puerto Rico",2018,,,,,6,6,,,12,6,,,,,,,,,,,,,,,,,,
"661","Sint Maarten (Dutch part)",1999,,,12,2,6,6,,,12,5,,,,,,,,,,,,,,,,,,
"662","Sint Maarten (Dutch part)",2000,,,12,2,6,6,,,12,5,,,,,,,,,,,,,,,,,,
"663","Sint Maarten (Dutch part)",2001,,,12,2,6,6,,,12,5,,,,,,,,,,,,,,,1.95,,,
"664","Sint Maarten (Dutch part)",2002,,,12,2,6,6,,,12,5,,,,,,,,,,,,,,,,,,
"665","Sint Maarten (Dutch part)",2003,,,12,2,6,6,,,12,5,,,,,,,,,,,,,,,,,,
"666","Sint Maarten (Dutch part)",2004,,,12,2,6,6,,,12,5,,,,,,,,,,,,,,,,,,
"667","Sint Maarten (Dutch part)",2005,,,12,2,6,6,,,12,5,,,,,,,,,,,,,,,,,,
"668","Sint Maarten (Dutch part)",2006,,,12,2,6,6,,,12,5,,,,,,,,,,,,,,,,,,
"669","Sint Maarten (Dutch part)",2007,,,14,2,6,6,,,12,5,,,,,,,,,,,,76.9,74.5439024390244,72.3,1.5,,,
"670","Sint Maarten (Dutch part)",2008,,,14,2,6,6,,,12,5,,,,,,,,,,,,77.2,74.5365853658537,72,1.7,,,
"671","Sint Maarten (Dutch part)",2009,,,14,2,6,6,,,12,5,,,,,,,,,,,,78.2,75.5878048780488,73.1,1.7,,,
"672","Sint Maarten (Dutch part)",2010,,3.20000000000007,14,2,6,6,,,12,5,,,,,,,,,,,,,,,,,,
"673","Sint Maarten (Dutch part)",2011,,4.60000000000009,14,2,6,6,,,12,5,,,,,,,,,,,,,,,2.03,,,
"674","Sint Maarten (Dutch part)",2012,,1.39054666984961,14,2,6,6,3585,49.8465805053711,12,5,2981,,,,,,,,,,,77.1,73.0536585365854,69.2,,,,
"675","Sint Maarten (Dutch part)",2013,,1.30672788274767,14,3,6,6,,,12,5,,,,,,,,,,,,,,,,,,
"676","Sint Maarten (Dutch part)",2014,,1.5803846377317,14,3,6,6,3677,49.1705207824707,12,5,2713,,,,,,,,,,,,,,,,,
"677","Sint Maarten (Dutch part)",2015,,0.509065949779796,14,3,6,6,,,12,5,,,,,,,,,,,,,,,,,,
"678","Sint Maarten (Dutch part)",2016,,0.432506259959027,14,3,6,6,,,12,5,,,,,,,,,,,,,,,,,,
"679","Sint Maarten (Dutch part)",2017,,,14,3,6,6,,,12,5,,,,,,,,,,,,,,,,,,
"680","Sint Maarten (Dutch part)",2018,,,,,6,6,,,12,5,,,,,,,,,,,,,,,,,,
"681","St. Kitts and Nevis",1999,558783737.841038,3.21939251601529,12,2,5,7,,,12,5,,13.3,18,21,14,23.9,15.3,,,,19.9,,,,,,,13.1929022186064
"682","St. Kitts and Nevis",2000,616937442.159803,10.4071934060667,12,2,5,7,6922,48.6275596618652,12,5,4768,13.3,17,20,13,22.5,14.4,,148,243,18.7,,,,,,,6.61171596068233
"683","St. Kitts and Nevis",2001,650975461.368319,5.51725618878858,12,2,5,7,6717,49.858570098877,12,5,4328,13.3,15,19,12,21.1,13.5,,,,17.6,,,,,,,13.0463144161774
"684","St. Kitts and Nevis",2002,667052584.608147,2.4696972764588,12,2,5,7,6440,49.3478317260742,12,5,4240,13.3,14,17,11,19.8,12.7,,,,16.5,74,71.3365853658537,68.8,2.107,,,10.7201818142836
"685","St. Kitts and Nevis",2003,644077596.710803,-3.44425438525828,12,2,5,7,6401,49.0392112731934,12,5,4098,13.3,14,16,10,18.7,11.9,,,,15.6,,,,,,,21.1389675728237
"686","St. Kitts and Nevis",2004,670213645.366403,4.05790370431647,12,2,5,7,6394,50.1876792907715,12,5,3903,0,13,15,10,17.6,11.2,,,,14.7,,,,,,,22.9305205228159
"687","St. Kitts and Nevis",2005,735192435.381441,9.69523531254188,12,2,5,7,6350,49.7637786865234,12,5,3939,0,12,15,9,16.7,10.7,,,,14,,,,,,,16.4571804735554
"688","St. Kitts and Nevis",2006,756643162.145562,2.91770232279278,12,2,5,7,,,12,5,,0,12,14,9,15.9,10.2,,,,13.3,,,,,,,34.5458240195082
"689","St. Kitts and Nevis",2007,756256066.224206,-0.0511596404648458,12,2,5,7,6172,49.4491310119629,12,5,4522,6.7,11,14,9,15.3,9.8,,,,12.8,,,,,,,32.1394853664906
"690","St. Kitts and Nevis",2008,805320855.455861,6.4878539720842,12,2,5,7,6474,49.814640045166,12,5,4396,6.7,11,13,9,14.8,9.5,,,,12.4,,,,,,,45.6965747437018
"691","St. Kitts and Nevis",2009,778193787.989264,-3.3684794430465,12,2,5,7,6334,49.8263282775879,12,5,4270,6.7,11,13,8,14.4,9.3,,,,12.1,,,,,,,53.0597806862398
"692","St. Kitts and Nevis",2010,766785071.244444,-1.46605086302448,12,2,5,7,6255,49.4004783630371,12,5,4309,6.7,11,13,8,14.2,9.1,,,,11.9,,,,,,,40.8202935173486
"693","St. Kitts and Nevis",2011,780463737.16372,1.78389830895847,12,2,5,7,5993,49.8247985839844,12,5,4297,6.7,11,13,8,14,9.1,,,,11.8,,,,,,,65.377071876322
"694","St. Kitts and Nevis",2012,775346450.522551,-0.655672569716828,12,2,5,7,5812,49.6214714050293,12,5,3673,6.7,10,12,8,13.9,9,,,,11.7,,,,,,,34.2263885455686
"695","St. Kitts and Nevis",2013,817726685.982988,5.46597400837716,12,2,5,7,5589,50.0984115600586,12,5,4792,6.7,10,12,8,13.9,9,,,,11.7,,,,,,,
"696","St. Kitts and Nevis",2014,867244758.654851,6.05557743445007,12,2,5,7,5533,49.7198600769043,12,5,4370,6.7,10,12,8,13.9,9,,,,11.7,,,,,,,
"697","St. Kitts and Nevis",2015,885861525.52451,2.14665660228779,12,2,5,7,5466,49.780460357666,12,5,4318,13.3,10,12,8,13.9,9,,,,11.7,,,,,,,
"698","St. Kitts and Nevis",2016,906391441.886724,2.3175085237005,12,2,5,7,5452,49.3030090332031,12,5,4175,13.3,10,12,8,13.8,8.9,,,,11.7,,,,,,,
"699","St. Kitts and Nevis",2017,917001323.327526,1.17056284409718,12,2,5,7,,,12,5,,13.3,10,12,7,13.7,8.8,,,,11.6,,,,,,,
"700","St. Kitts and Nevis",2018,,,,,5,7,,,12,5,,13.3,,,,,,,,,,,,,,,,
"701","St. Lucia",1999,1135659325.89689,2.70917774789821,10,2,5,7,25581,48.9582099914551,12,5,11847,11.1,49,58,34,18.3,11.1,63.713,155.486,205.578,15.8,73.18,71.307,69.463,2.35,76.13983,68.56869,
"702","St. Lucia",2000,1136031397.30733,0.0327625901497299,10,2,5,7,25347,49.3115615844727,12,5,12530,11.1,46,55,33,18.1,11.3,60.667,152.755,202.724,15.6,73.333,71.456,69.605,2.202,76.54014,68.95821,14.6544418887664
"703","St. Lucia",2001,1099031266.05933,-3.25696378953026,10,2,5,7,25481,48.7265014648438,12,5,12738,,44,52,32,18,11.6,57.621,150.024,199.869,15.6,73.583,71.676,69.795,2.06,76.94044,69.34774,21.4559773828756
"704","St. Lucia",2002,1102887383.60282,0.350865135740207,10,2,5,7,24954,48.9340400695801,12,5,12743,11.1,42,49,32,18,11.9,54.575,147.293,197.015,15.6,73.925,71.958,70.019,1.933,77.34074,69.73726,26.2889404931054
"705","St. Lucia",2003,1150713943.68933,4.33648628115404,10,2,5,7,24573,48.3538818359375,12,5,12987,11.1,41,47,31,18.1,12.3,53.292,142.01,193.65,15.8,74.343,72.287,70.264,1.826,78.11984,70.21872,22.3639989314978
"706","St. Lucia",2004,1234111708.40627,7.24748015562872,10,2,5,7,23821,48.3187103271484,12,5,12878,11.1,39,46,31,18.2,12.6,52.009,136.727,190.285,15.9,74.819,72.652,70.522,1.74,78.89893,70.70019,22.8041737801308
"707","St. Lucia",2005,1229367893.93883,-0.384391010565054,10,2,5,7,23573,48.5937309265137,12,5,13597,11.1,39,45,31,18.3,12.9,50.726,131.444,186.92,16,75.321,73.028,70.781,1.675,79.67803,71.18165,25.0436737236889
"708","St. Lucia",2006,1306445522.84066,6.2696959373876,10,2,5,7,24046,47.7667808532715,12,5,14377,0,38,44,31,18.4,13.2,49.443,126.161,183.556,16.2,75.813,73.393,71.028,1.63,80.45712,71.66312,25.9964814064701
"709","St. Lucia",2007,1324356244.24928,1.37095049854614,10,2,5,7,22028,48.6471786499023,12,5,15146,11.1,38,43,31,18.5,13.4,48.16,120.878,180.191,16.3,76.264,73.728,71.258,1.598,81.23622,72.14458,17.3353737267467
"710","St. Lucia",2008,1394698181.49303,5.31140601701358,10,2,5,7,20938,49.1116600036621,12,5,16014,11.1,37,43,31,18.5,13.6,47.3608,119.102,178.323,16.3,76.654,74.02,71.466,1.574,81.50136,72.41438,23.0469211677107
"711","St. Lucia",2009,1379752509.48689,-1.07160618723516,10,2,5,7,20187,49.031551361084,12,5,16234,11.1,37,42,31,18.5,13.7,46.5616,117.326,176.455,16.4,76.97,74.265,71.652,1.555,81.76651,72.68418,22.8040836851399
"712","St. Lucia",2010,1382054666.66667,0.166852907600898,10,2,5,7,19483,48.8323211669922,12,5,16017,11.1,37,42,31,18.4,13.7,45.7624,115.55,174.587,16.3,77.216,74.465,71.817,1.538,82.03165,72.95399,25.4954224127941
"713","St. Lucia",2011,1430651613.85866,3.516282558432,10,2,5,7,18894,49.1372909545898,12,5,15608,16.7,36,41,30,18.3,13.6,44.9632,113.774,172.719,16.3,77.404,74.633,71.972,1.522,82.2968,73.22379,26.462331446454
"714","St. Lucia",2012,1421648287.9903,-0.629316444418919,10,2,5,7,18172,48.8278694152832,12,5,14721,16.7,36,40,30,18.1,13.5,44.164,111.998,170.852,16.1,77.565,74.788,72.125,1.507,82.56194,73.49359,22.3067463608545
"715","St. Lucia",2013,1402836982.22041,-1.32320391258541,10,2,5,7,17748,48.4110908508301,12,5,14055,16.7,35,39,29,17.9,13.4,43.4384,110.6,168.895,16,77.721,74.947,72.287,1.495,82.79489,73.81588,18.7862916998748
"716","St. Lucia",2014,1452818987.53475,3.56292327246915,10,2,5,7,17286,48.4438285827637,12,5,13566,16.7,34,39,29,17.6,13.2,42.7128,109.202,166.939,15.8,77.882,75.117,72.459,1.482,83.02784,74.13817,19.2720821217429
"717","St. Lucia",2015,1439236908.8133,-0.934877561346511,10,2,5,7,16822,48.6803016662598,12,5,13215,16.7,34,38,28,17.3,13,41.9872,107.804,164.983,15.5,78.055,75.3,72.644,1.471,83.26079,74.46046,
"718","St. Lucia",2016,1487669434.49545,3.36515311590185,10,2,5,7,16445,48.6226806640625,12,5,12694,16.7,33,37,27,17,12.7,41.2616,106.406,163.027,15.3,78.239,75.496,72.84,1.459,83.49374,74.78275,
"719","St. Lucia",2017,1544463474.59818,3.81765187788498,10,2,5,7,16054,49.109260559082,12,5,12217,16.7,32,36,26,16.6,12.4,40.536,105.008,161.07,14.9,78.428,75.696,73.041,1.448,83.72669,75.10504,
"720","St. Lucia",2018,,,,,5,7,,,12,5,,16.7,,,,,,,,,,,,,,,,
"721","St. Martin (French part)",1999,,,,,,,,,,,,,,,,,,,,,,80.1,76.7707317073171,73.6,1.83,,,
"722","St. Martin (French part)",2000,,,,,,,,,,,,,,,,,,,,,,80.3,76.9707317073171,73.8,1.83,,,
"723","St. Martin (French part)",2001,,,,,,,,,,,,,,,,,,,,,,80.5,77.1707317073171,74,1.83,,,
"724","St. Martin (French part)",2002,,,,,,,,,,,,,,,,,,,,,,80.7,77.3707317073171,74.2,1.83,,,
"725","St. Martin (French part)",2003,,,,,,,,,,,,,,,,,,,,,,80.9,77.5707317073171,74.4,1.83,,,
"726","St. Martin (French part)",2004,,,,,,,,,,,,,,,,,,,,,,81,77.7219512195122,74.6,1.83,,,
"727","St. Martin (French part)",2005,,,,,,,,,,,,,,,,,,,,,,81.2,77.8707317073171,74.7,1.83,,,
"728","St. Martin (French part)",2006,,,,,,,,,,,,,,,,,,,,,,81.4,78.0707317073171,74.9,1.82,,,
"729","St. Martin (French part)",2007,,,,,,,,,,,,,,,,,,,,,,81.5,78.2219512195122,75.1,1.82,,,
"730","St. Martin (French part)",2008,,,,,,,,,,,,,,,,,,,,,,81.7,78.3707317073171,75.2,1.82,,,
"731","St. Martin (French part)",2009,,,,,,,,,,,,,,,,,,,,,,81.9,78.5707317073171,75.4,1.82,,,
"732","St. Martin (French part)",2010,,,,,,,,,,,,,,,,,,,,,,82,78.7219512195122,75.6,1.82,,,
"733","St. Martin (French part)",2011,,,,,,,,,,,,,,,,,,,,,,82.2,78.8707317073171,75.7,1.82,,,
"734","St. Martin (French part)",2012,,,,,,,,,,,,,,,,,,,,,,82.3,79.0219512195122,75.9,1.82,,,
"735","St. Martin (French part)",2013,,,,,,,,,,,,,,,,,,,,,,82.5,79.1707317073171,76,1.81,,,
"736","St. Martin (French part)",2014,,,,,,,,,,,,,,,,,,,,,,82.6,79.3219512195122,76.2,1.81,,,
"737","St. Martin (French part)",2015,,,,,,,,,,,,,,,,,,,,,,82.8,79.4707317073171,76.3,1.81,,,
"738","St. Martin (French part)",2016,,,,,,,,,,,,,,,,,,,,,,82.9,79.6219512195122,76.5,1.81,,,
"739","St. Martin (French part)",2017,,,,,,,,,,,,,,,,,,,,,,83,79.7219512195122,76.6,1.81,,,
"740","St. Vincent and the Grenadines",1999,504041857.315594,2.71091794070178,,2,5,7,19838,47.5350303649902,12,5,,4.8,44,51,29,22.5,13.3,71.5278,156.942,211.148,19.5,72.968,70.587,68.275,2.442,76.33702,69.39298,12.9787056522263
"741","St. Vincent and the Grenadines",2000,512304004.993309,1.63917888123761,,2,5,7,19183,48.1884994506836,12,5,9679,4.8,43,49,29,22.5,13.3,69.2202,155.441,211.375,19.6,73.034,70.593,68.237,2.379,76.54553,69.3592,18.5360247641291
"742","St. Vincent and the Grenadines",2001,521060630.888051,1.70926360313264,,2,5,7,19052,48.3361282348633,12,5,9756,,42,48,28,22.4,13.4,66.9126,153.939,211.602,19.6,73.115,70.635,68.252,2.321,76.75403,69.32541,11.1123458162018
"743","St. Vincent and the Grenadines",2002,554000247.630456,6.32164757607312,,2,5,7,18130,48.3894081115723,12,5,9920,22.7,41,47,28,22.3,13.5,64.605,152.438,211.829,19.6,73.211,70.719,68.334,2.271,76.96253,69.29163,18.4935180219333
"744","St. Vincent and the Grenadines",2003,596601710.123073,7.68979123652558,,2,5,7,18629,48.6606903076172,12,5,9624,22.7,40,46,27,22.3,13.5,63.4696,150.102,208.272,19.7,73.321,70.846,68.486,2.229,77.24601,69.80811,16.6128287955699
"745","St. Vincent and the Grenadines",2004,621398173.273119,4.15628428971996,,2,5,7,17536,48.369068145752,12,5,10398,22.7,39,45,27,22.3,13.4,62.3342,147.766,204.715,19.7,73.445,71.014,68.704,2.196,77.52949,70.3246,26.7135843182048
"746","St. Vincent and the Grenadines",2005,636858589.992606,2.48800485493084,12,2,5,7,17858,47.026538848877,12,5,9780,18.2,39,44,26,22.3,13.4,61.1988,145.431,201.159,19.8,73.585,71.218,68.976,2.17,77.81296,70.84108,23.9093651143971
"747","St. Vincent and the Grenadines",2006,685822577.253855,7.6883609690838,12,2,5,7,,,12,5,,18.2,39,43,26,22.2,13.3,60.0634,143.095,197.602,19.8,73.739,71.446,69.279,2.149,78.09644,71.35757,18.3642924697219
"748","St. Vincent and the Grenadines",2007,708746609.015371,3.34256009087768,12,2,5,7,15928,48.2546501159668,12,5,11238,18.2,38,43,25,22,13.2,58.928,140.759,194.045,19.7,73.906,71.683,69.584,2.131,78.37992,71.87405,36.6814309426211
"749","St. Vincent and the Grenadines",2008,719976499.117464,1.58447179277437,12,2,5,7,15532,47.3860397338867,12,5,11641,18.2,37,42,25,21.7,13.1,58.044,138.975,192.092,19.5,74.081,71.914,69.868,2.112,78.65662,72.15842,14.6567123162186
"750","St. Vincent and the Grenadines",2009,704863751.350368,-2.09906125903021,12,2,5,7,14909,47.7832183837891,12,5,11704,21.7,36,40,24,21.3,12.9,57.16,137.192,190.139,19.2,74.263,72.13,70.116,2.092,78.93332,72.44279,21.052053490522
"751","St. Vincent and the Grenadines",2010,681225962.962963,-3.35352588952401,12,2,5,7,14435,47.6619300842285,12,5,11426,14.3,35,39,23,20.8,12.6,56.276,135.408,188.185,18.8,74.445,72.327,70.324,2.07,79.21002,72.72717,22.8696885148424
"752","St. Vincent and the Grenadines",2011,678369231.792218,-0.41935148189593,12,2,5,7,13363,48.7091217041016,12,5,10927,17.4,34,37,22,20.1,12.2,55.392,133.624,186.232,18.2,74.625,72.501,70.49,2.046,79.48672,73.01154,19.2059703130573
"753","St. Vincent and the Grenadines",2012,687747146.512069,1.38242041064788,12,2,5,7,13811,48.4903297424316,12,5,10419,17.4,32,36,21,19.5,11.7,54.508,131.84,184.279,17.7,74.799,72.657,70.628,2.021,79.76342,73.29591,25.6110054148983
"754","St. Vincent and the Grenadines",2013,700354717.005383,1.83316943694409,12,2,5,7,13609,48.1372604370117,12,5,10394,13,31,34,20,18.8,11.2,53.4104,130.645,183.316,17.1,74.966,72.802,70.75,1.998,79.96117,73.45335,
"755","St. Vincent and the Grenadines",2014,708854723.980108,1.21367169640408,12,2,5,7,13427,48.6705894470215,12,5,10342,13,29,32,19,18.1,10.7,52.3128,129.45,182.354,16.5,75.123,72.935,70.86,1.975,80.15892,73.61079,
"756","St. Vincent and the Grenadines",2015,718364995.354108,1.34163899206332,12,2,5,7,13362,48.8474807739258,12,5,10286,13,28,30,18,17.4,10.3,51.2152,128.255,181.392,15.9,75.272,73.06,70.963,1.953,80.35666,73.76823,
"757","St. Vincent and the Grenadines",2016,732555979.31992,1.97545593919382,12,2,5,7,13179,48.8732109069824,12,5,10117,13,26,29,17,16.8,9.9,50.1176,127.06,180.429,15.4,75.414,73.179,71.061,1.931,80.55441,73.92567,36.4561687483139
"758","St. Vincent and the Grenadines",2017,738855566.788648,0.859946222072466,12,2,5,7,13026,49.0326995849609,12,5,10113,13,25,27,16,16.2,9.6,49.02,125.864,179.467,14.9,75.551,73.294,71.158,1.911,80.75216,74.0831,
"759","St. Vincent and the Grenadines",2018,,,,,5,7,,,12,5,,13,,,,,,,,,,,,,,,,
"760","Suriname",1999,2641449576.007,-1.39999999999986,6,2,6,6,,,12,6,,15.7,344,394,209,35.7,18.9,59.021,153.535,265.581,31.2,71.415,67.798,64.526,2.902,75.15487,61.04157,
"761","Suriname",2000,2696920017.10315,2.09999999999997,6,2,6,6,,,12,6,,,330,378,200,34.5,18.2,58.119,153.986,266.913,30.2,71.471,67.838,64.556,2.861,75.20694,61.02697,14.3948855818286
"762","Suriname",2001,2810190657.82148,4.19999999999999,6,2,6,6,64852,48.9452896118164,12,6,41874,17.6,318,363,191,33.3,17.6,57.217,154.438,268.246,29.2,71.562,67.918,64.631,2.821,75.259,61.01236,16.5361912337255
"763","Suriname",2002,2888875996.24048,2.8,6,2,6,6,64023,48.6653213500977,12,6,42253,17.6,305,348,183,32.2,16.9,56.315,154.89,269.578,28.3,71.694,68.051,64.763,2.783,75.31107,60.99776,11.8001672725466
"764","Suriname",2003,3070875184.00363,6.29999999999995,6,2,6,6,,,12,6,,17.6,293,334,175,31.1,16.3,55.511,150.921,263.69,27.3,71.873,68.239,64.955,2.745,75.81201,61.67604,12.2867229671617
"765","Suriname",2004,3331899574.64394,8.50000000000001,6,2,6,6,,,12,6,,19.6,282,320,168,30,15.8,54.707,146.953,257.802,26.5,72.095,68.48,65.205,2.708,76.31294,62.35433,9.31872049915929
"766","Suriname",2005,3481835055.50292,4.50000000000006,6,2,6,6,65527,48.3205413818359,12,7,45818,25.5,271,307,162,29,15.3,53.903,142.984,251.914,25.6,72.353,68.768,65.506,2.672,76.81388,63.03261,13.8291518521042
"767","Suriname",2006,3683781488.72208,5.79999999999995,6,2,6,6,66121,48.3356285095215,12,7,46725,25.5,260,295,155,28,14.8,53.099,139.016,246.027,24.8,72.634,69.089,65.846,2.638,77.31481,63.7109,12.2940986343636
"768","Suriname",2007,3871615502.31242,5.09894558527397,6,2,6,6,65020,47.8714218139648,12,7,47235,25.5,251,284,149,27.1,14.3,52.295,135.048,240.139,24,72.921,69.422,66.203,2.606,77.81575,64.38918,8.82863617190336
"769","Suriname",2008,4032262091.22008,4.14934253702921,6,2,6,6,69604,48.2544097900391,12,7,48134,25.5,242,273,143,26.2,13.8,51.692,132.791,237.099,23.3,73.198,69.749,66.556,2.575,78.16116,64.83777,8.34711578031944
"770","Suriname",2009,4153929455.08186,3.01734761058054,6,2,6,6,71074,48.2018699645996,12,7,47221,25.5,233,263,138,25.4,13.3,51.089,130.534,234.059,22.5,73.458,70.057,66.891,2.547,78.50658,65.28636,
"771","Suriname",2010,4368398047.64333,5.16302924449271,6,2,6,6,70332,48.0691986083984,12,7,50164,9.8,225,254,133,24.6,12.9,50.486,128.278,231.019,21.9,73.693,70.335,67.194,2.52,78.85199,65.73495,
"772","Suriname",2011,4624018822.67812,5.8515907260944,6,2,6,6,69078,48.1855812072754,12,7,49563,11.8,218,245,128,23.8,12.5,49.883,126.021,227.979,21.2,73.902,70.578,67.456,2.495,79.1974,66.18354,
