"","country_name","year","ny.gdp.mktp.kd","ny.gdp.mktp.kd.zg","se.com.durs","se.pre.durs","se.prm.ages","se.prm.durs","se.prm.enrl","se.prm.enrl.fe.zs","se.sec.ages","se.sec.durs","se.sec.enrl","sg.gen.parl.zs","sh.dth.imrt","sh.dth.mort","sh.dth.nmrt","sh.dyn.mort","sh.dyn.nmrt","sp.ado.tfrt","sp.dyn.amrt.fe","sp.dyn.amrt.ma","sp.dyn.imrt.in","sp.dyn.le00.fe.in","sp.dyn.le00.in","sp.dyn.le00.ma.in","sp.dyn.tfrt.in","sp.dyn.to65.fe.zs","sp.dyn.to65.ma.zs","vc.ihr.psrc.p5"
"270","Colombia",2008,270917678590.899,3.25704846539301,10,3,6,5,5285523,48.8354911804199,11,6,4772189,8.4,13563,15921,8628,19.8,10.8,62.4794,97.063,205.236,16.9,76.681,72.952,69.319,2.08,83.16851,70.72885,35.9453118137764
"271","Colombia",2009,274183380149.231,1.20542209549302,10,3,6,5,5299258,48.860408782959,11,6,4992062,8.4,13018,15267,8273,19.1,10.4,61.2738,95.907,202.921,16.4,76.86,73.143,69.522,2.044,83.35996,71.03538,34.8267944413908
"272","Colombia",2010,286103648654.545,4.34755326848266,10,3,6,5,5084972,48.5010299682617,11,6,5079732,12.7,12487,14629,7925,18.5,10.1,60.0682,94.752,200.607,15.9,77.025,73.325,69.719,2.01,83.55141,71.34192,33.666464879849
"273","Colombia",2011,307168118234.167,7.36253091447168,10,3,6,5,4924346,48.0780792236328,11,6,5130778,12.1,11982,14021,7586,18,9.8,58.8626,93.597,198.292,15.4,77.181,73.5,69.913,1.978,83.74286,71.64845,34.7514879657539
"274","Colombia",2012,319157056433.177,3.90305421927599,10,3,6,5,4742456,48.0961990356445,11,6,4903462,12.1,11486,13424,7269,17.4,9.5,57.657,92.442,195.977,14.9,77.336,73.673,70.102,1.948,83.9343,71.95498,35.0671560568433
"275","Colombia",2013,333732543571.171,4.56686977279675,10,3,6,5,4491709,48.2694396972656,11,6,4910024,12.1,11006,12852,6963,16.8,9.2,55.617,91.395,194.263,14.4,77.493,73.847,70.29,1.921,84.14173,72.23148,32.5687138289834
"276","Colombia",2014,349512460297.654,4.72831224597601,10,3,6,5,4408609,48.0972099304199,11,6,4827962,19.9,10553,12318,6663,16.2,8.8,53.577,90.347,192.549,14,77.656,74.022,70.477,1.897,84.34915,72.50799,27.9189505521133
"277","Colombia",2015,359843859560.975,2.95594590662741,10,3,6,5,4353261,48.1194915771484,11,6,4793963,19.9,10106,11791,6386,15.7,8.6,51.537,89.3,190.835,13.5,77.823,74.2,70.664,1.874,84.55657,72.78449,26.5028930804413
"278","Colombia",2016,366906206488.802,1.96261426732217,10,3,6,5,4302609,48.209831237793,11,6,4784912,19.9,9688,11298,6108,15.2,8.3,49.497,88.252,189.12,13.1,77.996,74.381,70.851,1.853,84.76399,73.061,25.5043261481876
"279","Colombia",2017,373470864986.894,1.78919254621353,10,3,6,5,4249518,48.0986595153809,11,6,4784846,18.7,9297,10841,5850,14.7,8,47.457,87.205,187.406,12.7,78.169,74.562,71.038,1.834,84.97142,73.3375,
"280","Colombia",2018,,,10,3,6,5,,,11,6,,18.1,,,,,,,,,,,,,,,,
"281","Costa Rica",1999,23554508450.3241,3.94335358748879,11,2,6,6,569513,48.2743988037109,12,5,254597,19.3,923,1081,619,13.8,8,77.8204,72.354,127.108,11.8,79.685,77.288,74.959,2.463,87.50974,80.10925,6.39435584564182
"282","Costa Rica",2000,24457392015.5208,3.83316666149418,11,2,6,6,551465,48.1268997192383,12,5,255643,19.3,849,998,585,12.9,7.7,75.1436,71.411,126.586,11.1,79.83,77.448,75.13,2.373,87.67926,80.28971,6.34323310770275
"283","Costa Rica",2001,25311069829.7043,3.4904695220235,11,2,6,6,552302,48.497200012207,12,5,280341,19.3,790,928,557,12.2,7.4,72.4668,70.469,126.063,10.5,79.97,77.597,75.286,2.29,87.84879,80.47017,6.43014733294002
"284","Costa Rica",2002,26144247771.1994,3.29175316215708,11,2,6,6,545509,48.1291809082031,12,5,288965,35.1,748,873,534,11.7,7.2,69.79,69.526,125.54,10.1,80.105,77.736,75.428,2.216,88.01832,80.65063,6.34966888199559
"285","Costa Rica",2003,27256810179.9435,4.25547683942045,11,2,6,6,,,12,5,,35.1,708,827,517,11.2,7.1,68.73,68.902,125.008,9.6,80.236,77.868,75.559,2.155,88.13731,80.77304,7.27101571969362
"286","Costa Rica",2004,28438822144.3142,4.33657481035856,11,2,6,6,558084,48.3084983825684,12,5,339763,35.1,678,788,505,10.8,6.9,67.67,68.277,124.476,9.3,80.365,77.993,75.68,2.105,88.25629,80.89545,6.68730496355658
"287","Costa Rica",2005,29539652924.8185,3.87087332561829,11,2,6,6,542087,48.250560760498,12,5,347244,35.1,657,761,499,10.5,6.9,66.61,67.653,123.944,9,80.495,78.114,75.793,2.065,88.37528,81.01786,7.88635921165599
"288","Costa Rica",2006,31677654057.4805,7.23773274555219,11,2,6,6,546542,48.3498115539551,12,5,374428,38.6,650,752,498,10.4,6.9,65.55,67.028,123.412,9,80.629,78.234,75.9,2.034,88.49426,81.14027,8.14613091273335
"289","Costa Rica",2007,34265051943.7656,8.16789615035938,11,2,6,6,536436,48.3854598999023,12,5,377924,36.8,650,752,499,10.4,6.9,64.49,66.404,122.879,9,80.771,78.355,76.003,2.006,88.61325,81.26269,8.44496207662762
"290","Costa Rica",2008,35858239193.411,4.64959823280013,11,2,6,6,534816,48.4235687255859,12,5,380813,36.8,650,750,496,10.4,6.9,63.4048,65.508,122.066,9,80.921,78.481,76.107,1.979,88.76764,81.40981,11.5588458131242
"291","Costa Rica",2009,35510217657.9718,-0.970548312654429,11,2,6,6,531665,48.3708686828613,12,5,405584,36.8,637,738,489,10.2,6.8,62.3196,64.612,121.253,8.8,81.08,78.613,76.217,1.951,88.92204,81.55693,11.6971754997423
"292","Costa Rica",2010,37268635287.1516,4.95186384413803,11,2,6,6,520609,48.3777694702148,12,5,413686,38.6,623,721,478,10,6.6,61.2344,63.716,120.44,8.7,81.247,78.756,76.338,1.922,89.07644,81.70405,11.5944452266967
"293","Costa Rica",2011,38873833296.214,4.30710165986632,13,2,6,6,506961,48.4220695495605,12,5,419453,38.6,615,708,468,9.9,6.5,60.1492,62.82,119.627,8.6,81.419,78.911,76.477,1.893,89.23084,81.85117,10.3032861396456
"294","Costa Rica",2012,40738579948.5669,4.79691991819726,13,2,6,6,494720,48.4777183532715,12,5,427760,38.6,606,697,459,9.8,6.5,59.064,61.924,118.814,8.5,81.595,79.077,76.635,1.866,89.38523,81.99829,8.7449362092356
"295","Costa Rica",2013,41662949490.2877,2.26902740077774,13,2,6,6,461827,48.5373611450195,12,5,447280,38.6,596,685,450,9.7,6.4,57.943,61.128,116.479,8.4,81.77,79.254,76.814,1.841,89.53446,82.31735,8.73278753765351
"296","Costa Rica",2014,43127543220.558,3.51533856385215,13,2,6,6,454876,48.6300010681152,12,5,460235,33.3,581,672,440,9.5,6.3,56.822,60.331,114.143,8.3,81.943,79.44,77.011,1.819,89.68369,82.63642,10.0261162461969
"297","Costa Rica",2015,44693819767.6403,3.63173144148803,13,2,6,6,453124,48.7030181884766,12,5,460252,33.3,572,657,429,9.4,6.1,55.701,59.535,111.808,8.2,82.112,79.634,77.225,1.8,89.83292,82.95548,11.5852151854924
"298","Costa Rica",2016,46591514831.1793,4.24598987825375,13,2,6,6,451675,48.9879302978516,12,5,462855,33.3,557,640,417,9.2,6,54.58,58.738,109.472,8,82.277,79.831,77.451,1.783,89.98215,83.27455,11.9049816045378
"299","Costa Rica",2017,48119932948.4092,3.28046452829018,13,2,6,6,,,12,5,,35.1,541,621,405,9,5.9,53.459,57.942,107.137,7.8,82.439,80.03,77.682,1.768,90.13137,83.59361,
"300","Costa Rica",2018,,,13,2,6,6,,,12,5,,45.6,,,,,,,,,,,,,,,,
"301","Cuba",1999,36566406042.1146,6.18875530352257,9,3,6,6,1074097,47.8237113952637,12,6,739980,27.6,987,1284,622,8.5,4.2,61.266,90.028,135.748,6.6,78.447,76.437,74.501,1.625,85.6518,79.2542,
"302","Cuba",2000,38729221263.7745,5.9147601740486,9,3,6,6,1045578,47.7381896972656,12,6,789927,27.6,920,1191,597,8.1,4.1,57.202,88.595,134.05,6.3,78.648,76.658,74.737,1.617,85.8912,79.5668,5.26422650486928
"303","Cuba",2001,39962758542.8036,3.18502990449461,9,3,6,6,1006888,47.7424507141113,12,6,836642,27.6,865,1129,576,7.8,4.1,53.138,87.162,132.353,6.1,78.851,76.88,74.974,1.606,86.1306,79.8794,5.40828434738814
"304","Cuba",2002,40532156423.1685,1.42482126141282,9,3,6,6,971542,47.7595405578613,12,6,895742,27.6,833,1092,548,7.7,4,49.074,85.729,130.656,6,79.078,77.119,75.221,1.594,86.37,80.192,5.89231697135264
"305","Cuba",2003,42069435823.0969,3.79274022304334,9,3,6,6,925335,47.7422790527344,12,6,938047,36,813,1058,512,7.7,3.8,48.7666,84.022,128.034,6,79.34,77.381,75.482,1.583,86.5829,80.49973,5.70926247800667
"306","Cuba",2004,44497068633.1936,5.77053807021559,9,3,6,6,906293,47.6532402038574,12,6,932338,36,773,1011,465,7.5,3.5,48.4592,82.314,125.413,5.8,79.632,77.663,75.752,1.575,86.79579,80.80745,5.85784553234103
"307","Cuba",2005,49481477379.3051,11.2016564219094,9,3,6,6,895045,47.7641906738281,12,6,937493,36,726,951,419,7.2,3.2,48.1518,80.607,122.791,5.6,79.942,77.95,76.018,1.57,87.00869,81.11518,6.06154434857141
"308","Cuba",2006,55451844706.1798,12.0658631129953,9,3,6,6,889834,47.9029808044434,12,6,928342,36,683,892,384,6.9,3,47.8444,78.899,120.17,5.4,80.245,78.225,76.264,1.572,87.22158,81.4229,5.09904496481261
"309","Cuba",2007,59478833619.1821,7.26213696647943,9,3,6,6,883132,47.9243202209473,12,6,898833,36,645,842,365,6.6,2.9,47.537,77.192,117.549,5.1,80.52,78.469,76.478,1.581,87.43448,81.73063,5.02490912920713
"310","Cuba",2008,61927474920.461,4.11682804164681,9,3,6,6,871444,48.0409507751465,12,6,865602,43.2,620,804,357,6.4,2.9,48.1398,76.435,116.649,5,80.75,78.672,76.653,1.596,87.55269,81.86189,4.55359152816233
"311","Cuba",2009,62826231727.1023,1.4513054307407,9,3,6,6,868477,48.0937309265137,12,6,826088,43.2,598,777,353,6.2,2.8,48.7426,75.678,115.749,4.8,80.932,78.833,76.792,1.616,87.6709,81.99316,4.99178255406454
"312","Cuba",2010,6.4328e+10,2.39035229650723,9,3,6,6,852744,48.0927505493164,12,6,808904,43.2,579,758,351,6,2.8,49.3454,74.922,114.85,4.6,81.072,78.959,76.903,1.639,87.78912,82.12442,4.45599335959928
"313","Cuba",2011,66130664082.0884,2.80230083647626,9,3,6,6,828293,48.0896301269531,12,6,797860,45.2,570,745,344,5.9,2.7,49.9482,74.165,113.95,4.5,81.181,79.064,77.002,1.663,87.90733,82.25569,4.70291865421491
"314","Cuba",2012,68124437664.6088,3.01490028898772,9,3,6,6,803194,48.1442794799805,12,6,784466,45.2,561,734,332,5.8,2.6,50.551,73.408,113.05,4.5,81.279,79.167,77.107,1.685,88.02554,82.38695,5.45591314678269
"315","Cuba",2013,69996226459.6195,2.74760256257211,9,3,6,6,772023,48.2067184448242,12,6,787297,48.9,551,724,318,5.7,2.5,49.1702,72.579,111.219,4.4,81.384,79.282,77.23,1.702,88.16798,82.6694,5.90597736608656
"316","Cuba",2014,70729490571.2058,1.04757663187654,9,3,6,6,748534,47.3201484680176,12,6,830375,48.9,549,714,306,5.7,2.4,47.7894,71.75,109.388,4.3,81.502,79.415,77.378,1.713,88.31042,82.95185,5.24486206755785
"317","Cuba",2015,73868565769.7899,4.43814195922121,9,3,6,6,729781,47.117000579834,12,6,825055,48.9,536,702,295,5.6,2.4,46.4086,70.921,107.558,4.3,81.635,79.57,77.552,1.72,88.45286,83.23429,5.40072130602878
"318","Cuba",2016,74248073997.598,0.513761467889907,9,3,6,6,722164,47.3216781616211,12,6,826759,48.9,521,686,284,5.5,2.3,45.0278,70.092,105.727,4.2,81.782,79.742,77.748,1.722,88.5953,83.51674,4.98768643112986
"319","Cuba",2017,75572286635.3427,1.78349762687111,9,3,6,6,720329,47.2873001098633,12,6,815786,48.9,506,665,272,5.4,2.2,43.647,69.263,103.896,4.1,81.934,79.921,77.953,1.722,88.73774,83.79919,
"320","Cuba",2018,,,,,6,6,,,12,6,,53.2,,,,,,,,,,,,,,,,
"321","Curacao",1999,,,9,2,6,6,,,12,6,,,,,,,,40.7878,83.652,177.406,,,,,,85.7107,73.53757,
"322","Curacao",2000,,,9,2,6,6,,,12,6,,,,,,,,39.4202,82.76,177.205,,,,,,85.86236,73.56921,
"323","Curacao",2001,,,9,2,6,6,,,12,6,,,,,,,,38.0526,81.868,177.003,,,,,,86.01403,73.60084,7.67595200994803
"324","Curacao",2002,,,9,2,6,6,,,12,6,,,,,,,,36.685,80.976,176.802,,,,,,86.1657,73.63247,30.2726870502759
"325","Curacao",2003,,,9,2,6,6,,,12,6,,,,,,,,36.0954,79.762,173.343,,,,,,86.36746,74.12166,33.5882394294686
"326","Curacao",2004,,,9,2,6,6,,,12,6,,,,,,,,35.5058,78.549,169.884,,,,,,86.56922,74.61084,31.9920098004791
"327","Curacao",2005,,,9,2,6,6,,,12,6,,,,,,,,34.9162,77.335,166.425,,,,,,86.77097,75.10003,20.0936674034345
"328","Curacao",2006,,,9,2,6,6,,,12,6,,,,,,,,34.3266,76.122,162.966,,78.5,74.709756097561,71.1,2.1,86.97273,75.58921,13.6469089751171
"329","Curacao",2007,,,14,2,6,6,,,12,6,,,,,,,,33.737,74.908,159.507,,79,75.3634146341464,71.9,2,87.17449,76.0784,19.1884751066436
"330","Curacao",2008,,,14,2,6,6,,,12,6,,,,,,,,33.8264,73.493,155.977,,79.1,75.309756097561,71.7,2.2,87.43731,76.63585,
"331","Curacao",2009,,,14,2,6,6,,,12,6,,,,,,,,33.9158,72.077,152.447,,80.1,76.1560975609756,72.4,2.1,87.70013,77.19329,
"332","Curacao",2010,,,14,2,6,6,,,12,6,,,,,,,,34.0052,70.661,148.917,,,,,2.2,87.96295,77.75074,
"333","Curacao",2011,,,14,2,6,6,,,12,6,,,,,,,,34.0946,69.246,145.387,,80.7,77.4731707317073,74.4,2.1,88.22578,78.30819,
"334","Curacao",2012,,,14,2,6,6,,,12,6,,,,,,,,34.184,67.83,141.858,,80.7,77.5243902439024,74.5,2.2,88.4886,78.86563,
"335","Curacao",2013,,,14,2,6,6,20812,47.9867401123047,12,6,11219,,,,,,,33.7548,67.083,139.851,,80.9,77.8268292682927,74.9,2.1,88.62599,79.16227,
"336","Curacao",2014,,,14,2,6,6,,,12,6,,,,,,,,33.3256,66.336,137.845,,81.1,77.9756097560976,75,2,88.76339,79.45891,
"337","Curacao",2015,,,14,2,6,6,,,12,6,,,,,,,,32.8964,65.589,135.838,,81.2,78.0756097560976,75.1,1.9,88.90079,79.75556,
"338","Curacao",2016,,,14,2,6,6,,,12,6,,,,,,,,32.4672,64.842,133.832,,81.1,77.719512195122,74.5,1.7,89.03818,80.0522,
"339","Curacao",2017,,,14,2,6,6,,,12,6,,,,,,,,32.038,64.096,131.825,,81.5,78.0170731707317,74.7,1.5,89.17558,80.34884,
"340","Curacao",2018,,,,,6,6,,,12,6,,,,,,,,,,,,,,,,,,
"341","Dominica",1999,379681121.471386,0.354780288449135,12,2,5,7,12044,48.2896003723145,12,5,7126,9.4,16,19,13,15.6,11.3,,,,13.6,,,,,,,
"342","Dominica",2000,388563789.431248,2.33950740701536,12,2,5,7,11774,48.3098411560059,12,5,7429,,16,18,13,15.4,11.3,,105,183,13.4,,,,,,,2.870428842069
"343","Dominica",2001,388319762.590653,-0.0628022598172748,12,2,5,7,11430,48.3114585876465,12,5,7456,18.8,15,17,12,15.3,11.4,,,,13.4,,,,,,,1.43533802210421
"344","Dominica",2002,377334668.196127,-2.82887853073447,12,2,5,7,10984,48.0243988037109,12,5,7500,18.8,14,16,12,15.2,11.5,,,,13.4,78.8,76.5975609756098,74.5,1.9,,,12.8895508707608
"345","Dominica",2003,401308217.288013,6.35339159438826,12,2,5,7,10460,48.3078384399414,12,5,7724,18.8,14,16,12,15.3,11.7,,,,13.6,,,,1.9,,,11.4134079009316
"346","Dominica",2004,413550905.78344,3.05069469500575,12,2,5,7,9872,48.3387413024902,12,5,7477,19.4,14,16,12,15.6,12,,,,13.8,,,,,,,11.3670270961508
"347","Dominica",2005,416264763.752959,0.656233109773297,12,2,5,7,9441,48.6812782287598,12,5,7476,12.9,14,16,12,16,12.4,,,,14.3,,,,,,,11.3271128605208
"348","Dominica",2006,435657537.909321,4.65875948315227,12,2,5,7,8912,48.6647186279297,12,5,7475,12.9,15,16,13,16.5,12.9,,,,14.8,,,,,,,7.06144872682079
"349","Dominica",2007,463338169.769905,6.35375942154477,12,2,5,7,8643,48.466968536377,12,5,7481,16.1,15,17,14,17.3,13.6,,,,15.6,,,,,,,9.8661028893587
"350","Dominica",2008,496331284.969603,7.12074190133816,12,2,5,7,8369,48.7035484313965,12,5,7309,18.8,17,18,15,18.3,14.4,,,,16.5,,,,,,,9.84888988941104
"351","Dominica",2009,490525414.255223,-1.16975715418296,12,2,5,7,8231,48.7790107727051,12,5,7214,14.3,18,20,16,19.4,15.5,,,,17.6,,,,,,,18.2509932752109
"352","Dominica",2010,493824407.407407,0.67254275850172,12,2,5,7,8138,48.9309387207031,12,5,6766,12.5,19,21,17,20.8,16.7,,,,18.9,,,,,,,20.996640537514
"353","Dominica",2011,492719836.576082,-0.223676840341696,12,2,5,7,8138,49.1152610778809,12,5,6507,12.5,21,23,19,22.5,18,,,,20.5,,,,,,,8.36610056052874
"354","Dominica",2012,487502987.612144,-1.05878606394053,12,2,5,7,8144,48.6002006530762,12,5,,12.5,24,26,21,24.4,19.6,,,,22.4,,,,,,,
"355","Dominica",2013,484540471.997873,-0.607691786420133,12,2,5,7,7851,48.6689605712891,12,5,,12.5,26,28,23,26.6,21.4,,,,24.4,,,,,,,
"356","Dominica",2014,505806447.783027,4.38889566798619,12,2,5,7,7695,49.1747894287109,12,5,5663,12.9,29,31,25,28.9,23.3,,,,26.6,,,,,,,
"357","Dominica",2015,492905854.325292,-2.55050000138968,12,2,5,7,7535,48.6529502868652,12,5,5561,21.9,31,34,28,31.2,25.1,,,,28.8,,,,,,,
"358","Dominica",2016,505337165.397268,2.52204573406682,12,2,5,7,7323,48.4091186523438,12,5,,21.9,33,36,29,32.9,26.4,,,,30.4,,,,,,,
"359","Dominica",2017,457177174.261579,-9.5302689834476,12,2,5,7,,,12,5,,25,35,38,30,34,27.3,,,,31.5,,,,,,,
"360","Dominica",2018,,,,,5,7,,,12,5,,25,,,,,,,,,,,,,,,,
"361","Dominican Republic",1999,32867538021.3523,5.94004913628554,9,3,6,6,1315342,48.6214218139648,12,6,610519,16.1,7266,9023,5076,42.3,23.6,110.439,144.764,231.577,34.1,73.523,70.374,67.508,2.926,76.4358,65.843,12.6032079775233
"362","Dominican Republic",2000,34399744511.2012,4.6617622800146,9,3,6,6,1363609,48.3819808959961,12,6,653558,16.1,7101,8782,5090,41,23.6,110.159,142.882,231.02,33.2,73.753,70.568,67.663,2.892,76.7992,66.092,14.1311855177071
"363","Dominican Republic",2001,35245811857.9112,2.45951636772917,9,3,6,6,,,12,6,,16.1,6968,8585,5086,39.9,23.5,109.879,141,230.463,32.4,73.992,70.775,67.836,2.862,77.1626,66.341,12.5903660588567
"364","Dominican Republic",2002,36830147546.1233,4.49510340292099,9,3,6,6,1399844,49.3619995117188,12,6,757790,17.3,6852,8415,5082,39,23.3,109.599,139.118,229.907,31.7,74.231,70.99,68.024,2.835,77.526,66.59,14.4809638728823
"365","Dominican Republic",2003,36334521972.6268,-1.34570618506442,9,3,6,6,1374624,49.3620109558105,12,6,,17.3,6753,8274,5091,38.1,23.3,109.4194,137.428,227.735,31.1,74.466,71.207,68.22,2.807,77.8274,66.9234,21.2093097941961
"366","Dominican Republic",2004,37268367977.0658,2.57013427930197,9,3,6,6,1281885,47.8446998596191,12,6,782690,17.3,6668,8155,5103,37.4,23.3,109.2398,135.737,225.564,30.6,74.695,71.425,68.425,2.779,78.1288,67.2568,24.596292342369
"367","Dominican Republic",2005,40782118016.1477,9.4282369467968,9,3,6,6,1289745,47.8740386962891,12,6,808352,17.3,6584,8041,5108,36.8,23.2,109.0602,134.046,223.393,30.1,74.918,71.644,68.636,2.749,78.4302,67.5902,25.9159176778818
"368","Dominican Republic",2006,44523614464.9785,9.1743554058408,9,3,6,6,1234451,47.8659286499023,12,6,,19.7,6508,7937,5107,36.3,23.2,108.8806,132.356,221.222,29.7,75.136,71.862,68.849,2.718,78.7316,67.9236,22.8782698905962
"369","Dominican Republic",2007,47825464215.3915,7.41595171481455,9,3,6,6,1355085,47.5117111206055,12,6,920494,19.7,6433,7837,5104,35.8,23.2,108.701,130.665,219.051,29.3,75.348,72.078,69.063,2.687,79.033,68.257,22.2108753746836
"370","Dominican Republic",2008,49360424527.5047,3.20950426157955,9,3,6,6,1305661,47.4231109619141,12,6,909331,19.7,6355,7734,5089,35.3,23.1,107.0856,129.108,216.989,29,75.557,72.29,69.273,2.656,79.3064,68.5678,24.8429931136966
"371","Dominican Republic",2009,49827450735.0151,0.946155167790636,9,3,6,6,1333468,45.4978981018066,12,6,934126,19.7,6280,7634,5063,34.8,23,105.4702,127.55,214.927,28.7,75.762,72.498,69.48,2.626,79.5798,68.8786,24.3146892050356
"372","Dominican Republic",2010,53982886258.2205,8.33965105962218,15,3,6,6,1317802,45.9829292297363,12,6,904527,20.8,6198,7525,5023,34.3,22.9,103.8548,125.992,212.865,28.3,75.963,72.702,69.68,2.597,79.8532,69.1894,24.994986353283
"373","Dominican Republic",2011,55674398434.0633,3.13342300326755,15,3,6,6,1310199,46.624828338623,12,6,898690,20.8,6120,7427,4977,33.9,22.7,102.2394,124.435,210.803,28,76.161,72.901,69.875,2.568,80.1266,69.5002,25.0620942556144
"374","Dominican Republic",2012,57187276663.7945,2.71736789670562,15,3,6,6,1283515,46.6280517578125,12,6,905616,20.8,6028,7308,4910,33.5,22.5,100.624,122.877,208.741,27.7,76.357,73.098,70.067,2.539,80.4,69.811,22.3339356668423
"375","Dominican Republic",2013,59975273688.4404,4.87520509332271,15,3,6,6,1291154,46.7457008361816,12,6,919763,20.8,5921,7171,4820,32.9,22.1,99.4934,121.656,207.167,27.2,76.551,73.292,70.257,2.51,80.6169,70.06727,19.2388196974389
"376","Dominican Republic",2014,64555004673.9627,7.63603182423664,15,3,6,6,1267930,46.713939666748,12,6,931068,20.8,5793,7006,4705,32.3,21.7,98.3628,120.435,205.594,26.8,76.742,73.483,70.444,2.481,80.8338,70.32353,17.3940720233746
"377","Dominican Republic",2015,69095397696.4097,7.03337106918114,15,3,6,6,1307128,46.8400993347168,12,6,929493,20.8,5644,6814,4576,31.6,21.2,97.2322,119.214,204.02,26.2,76.93,73.673,70.631,2.451,81.0507,70.5798,
"378","Dominican Republic",2016,73664129264.5577,6.61220822292972,15,3,6,6,1287118,47.1302604675293,12,6,928854,26.8,5488,6611,4434,30.8,20.7,96.1016,117.993,202.446,25.6,77.117,73.861,70.815,2.422,81.26761,70.83607,15.1817049032059
"379","Dominican Republic",2017,77017184251.8333,4.55181513818401,15,3,6,6,1253342,47.346851348877,12,6,924737,26.8,5321,6396,4286,29.9,20.1,94.971,116.772,200.872,25,77.3,74.048,70.999,2.392,81.48451,71.09233,
"380","Dominican Republic",2018,,,15,3,6,6,,,12,6,,26.8,,,,,,,,,,,,,,,,
"381","Ecuador",1999,45957605225.5697,-4.73938579085586,10,1,6,6,1899466,49.1129112243652,12,6,903569,17.4,8072,9705,4736,31,15,83.5932,116.926,202.169,25.7,75.733,72.624,69.685,3.09,80.12704,69.90058,
"382","Ecuador",2000,46459371078.3637,1.09180156435758,10,1,6,6,1925420,49.0081100463867,12,6,917245,14.6,7618,9118,4444,29.1,14.1,83.2328,115.08,200.974,24.3,76.066,72.933,69.971,3.027,80.51431,70.25343,14.514677641125
"383","Ecuador",2001,48325007474.5456,4.01562989958492,10,1,6,6,1955060,49.1196212768555,12,6,936406,14.6,7221,8606,4194,27.5,13.4,82.8724,113.234,199.778,23.1,76.362,73.22,70.248,2.968,80.90159,70.60628,12.8999580245636
"384","Ecuador",2002,50304775101.152,4.09677665885357,10,1,6,6,1982636,49.0798606872559,12,6,966362,,6887,8174,3990,26.1,12.7,82.512,111.388,198.583,22,76.621,73.482,70.512,2.914,81.28886,70.95913,14.5807164287802
"385","Ecuador",2003,51674512421.7873,2.72287733695475,10,1,6,6,1987465,49.060489654541,12,6,972777,16,6597,7804,3816,24.9,12.1,82.6118,108.771,195.346,21.1,76.844,73.72,70.76,2.868,81.69287,71.50421,14.5753059102376
"386","Ecuador",2004,55917517445.674,8.21102091734036,10,1,6,6,1989665,49.0181503295898,12,6,996535,16,6349,7486,3669,23.8,11.6,82.7116,106.154,192.109,20.2,77.037,73.937,70.995,2.828,82.09687,72.04929,17.6910618019849
"387","Ecuador",2005,58876285668.9747,5.29130826699402,10,1,6,6,1997624,48.9798889160156,12,6,1053175,16,6132,7206,3545,22.8,11.2,82.8114,103.537,188.871,19.4,77.206,74.136,71.217,2.793,82.50088,72.59437,15.4420387335257
"388","Ecuador",2006,61468918471.6664,4.40352643383186,10,1,6,6,2006430,48.9364700317383,12,6,1103258,25,5931,6952,3425,21.9,10.7,82.9112,100.92,185.634,18.7,77.356,74.322,71.43,2.763,82.90489,73.13946,17.0753779493509
"389","Ecuador",2007,62815127109.2433,2.19006397224541,10,1,6,6,2039168,48.9964981079102,12,6,1141866,25,5724,6697,3311,21,10.3,83.011,98.303,182.397,17.9,77.497,74.501,71.639,2.736,83.3089,73.68454,16.0008976834459
"390","Ecuador",2008,66808366776.0763,6.3571305999083,10,3,6,6,2008015,49.3932609558105,12,6,,25,5520,6445,3197,20.1,9.9,81.8738,96.592,179.733,17.2,77.636,74.678,71.846,2.71,83.58082,74.08487,18.0445669656929
"391","Ecuador",2009,67186830556.6821,0.566491592100093,10,3,6,6,2079851,49.0903205871582,12,6,1571052,32.3,5311,6192,3088,19.2,9.5,80.7366,94.881,177.069,16.4,77.781,74.859,72.056,2.684,83.85274,74.4852,17.8677480341223
"392","Ecuador",2010,69555367000,3.52529866894027,15,3,6,6,2100380,48.9823799133301,12,6,1655274,32.3,5107,5945,2988,18.3,9.1,79.5994,93.17,174.406,15.7,77.936,75.046,72.269,2.656,84.12466,74.88554,17.5631365632631
"393","Ecuador",2011,75028081292.3641,7.86814091910996,15,3,6,6,2111119,49.0332183837891,12,6,1749833,32.3,4908,5706,2897,17.5,8.8,78.4622,91.459,171.742,15,78.107,75.244,72.489,2.628,84.39659,75.28587,15.4440612346486
"394","Ecuador",2012,79261137178.2611,5.641962066712,15,3,6,6,2074062,49.1273193359375,12,6,1822637,32.3,4721,5485,2816,16.7,8.6,77.325,89.748,169.078,14.4,78.29,75.449,72.712,2.599,84.66851,75.6862,12.4710872466369
"395","Ecuador",2013,83181798259.0618,4.94651126690626,15,3,6,6,2060358,49.0482482910156,12,6,1882586,38.7,4554,5290,2743,16.1,8.3,76.6434,88.508,166.646,13.8,78.483,75.661,72.939,2.571,84.91683,76.02775,11.014237610116
"396","Ecuador",2014,86333447251.9654,3.78886854920833,15,3,6,6,2086496,49.0116500854492,12,6,1942230,41.6,4407,5119,2673,15.5,8.1,75.9618,87.269,164.215,13.4,78.685,75.879,73.169,2.542,85.16515,76.36929,8.24366954090495
